time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
32.412476,0.0065,-0.0163,-0.0186,0.026
32.416347,0.0143,-0.0212,-0.0425,0.050
32.424973,-0.0021,-0.0141,-0.0234,0.027
32.433950,-0.0043,-0.0093,0.0101,0.014
32.441182,0.0089,0.0047,-0.0713,0.072
32.450115,0.0185,0.0071,-0.3897,0.390
32.457922,0.0021,0.0466,-0.2651,0.269
32.466576,-0.0322,0.0658,0.3503,0.358
32.474388,-0.0648,0.0794,0.1683,0.197
32.482261,-0.0610,0.0905,0.0845,0.138
32.490198,-0.0354,0.0698,0.1013,0.128
32.498318,-0.0043,0.0676,0.0534,0.086
32.515588,0.0290,0.0648,-0.1191,0.139
32.516336,0.0504,0.0531,-0.1717,0.187
32.523696,0.0429,0.0618,-0.1454,0.164
32.531574,0.0210,0.0648,-0.0616,0.092
32.539742,0.0106,0.0830,0.0629,0.105
32.548136,-0.0122,0.0791,0.1539,0.173
32.555649,-0.0130,0.0574,0.1946,0.203
32.564017,-0.0086,0.0323,0.1946,0.197
32.571996,0.0007,0.0016,0.1276,0.128
32.580135,0.0289,-0.0557,0.0533,0.082
32.589058,0.0376,-0.0651,0.0198,0.078
32.596602,0.0322,-0.0909,-0.0041,0.097
32.608611,0.0388,-0.0926,-0.0209,0.103
32.613756,0.0046,-0.0822,-0.0233,0.086
32.630237,-0.0156,-0.0525,-0.0377,0.066
32.631029,-0.0266,-0.0276,-0.0065,0.039
32.638037,-0.0260,-0.0051,0.0006,0.027
32.646380,-0.0353,0.0267,0.0078,0.045
32.654813,-0.0162,0.0392,0.0174,0.046
32.662195,0.0052,0.0516,0.0126,0.053
32.671904,0.0025,0.0566,0.0198,0.060
32.678820,0.0190,0.0595,0.0198,0.066
32.688051,0.0213,0.0670,0.0222,0.074
32.695326,0.0282,0.0742,0.0222,0.082
32.705369,0.0159,0.0814,0.0150,0.084
32.711802,0.0442,0.0766,0.0127,0.089
32.726219,0.0532,0.0814,-0.0041,0.097
32.728039,0.0692,0.0789,0.0079,0.105
32.736671,0.0611,0.0740,0.0151,0.097
32.749084,0.0696,0.0547,0.0270,0.093
32.755471,0.0592,0.0378,0.0414,0.082
32.760943,0.0586,0.0282,0.0462,0.080
32.773330,0.0415,0.0162,0.0654,0.079
32.777349,0.0296,0.0021,0.0654,0.072
32.787672,0.0369,-0.0099,0.0390,0.055
32.794001,0.0201,-0.0076,-0.0041,0.022
32.806385,-0.0032,-0.0344,0.1851,0.188
32.810060,0.0085,-0.0449,0.0582,0.074
32.828555,0.0215,-0.0200,-0.0424,0.052
32.829028,0.0150,0.0168,-0.1118,0.114
32.834409,0.0118,0.0298,-0.0927,0.098
32.851953,-0.0025,0.0537,-0.0807,0.097
32.853274,-0.0310,0.0618,-0.0352,0.078
32.860392,-0.0408,0.0655,-0.0041,0.077
32.867062,-0.0603,0.0690,0.0055,0.092
32.876493,-0.0440,0.0628,0.0079,0.077
32.883956,-0.0347,0.0516,0.0151,0.064
32.892412,-0.0301,0.0215,0.0199,0.042
32.900505,-0.0274,-0.0037,0.0510,0.058
32.909724,-0.0291,-0.0071,0.0822,0.087
32.916427,-0.0378,-0.0254,0.1061,0.115
32.929764,-0.0319,-0.0463,0.0702,0.090
32.932913,-0.0215,-0.0391,0.0534,0.070
32.941197,-0.0111,-0.0366,0.0175,0.042
32.949793,-0.0102,-0.0124,0.0079,0.018
32.957543,-0.0025,-0.0076,0.0055,0.010
32.965726,0.0287,0.0212,0.0031,0.036
32.973981,0.0407,0.0453,0.0055,0.061
32.981567,0.0456,0.0573,0.0055,0.073
32.990431,0.0604,0.0646,0.0295,0.093
32.998306,0.0657,0.0721,0.0271,0.101
33.010567,0.0638,0.0746,0.0103,0.099
33.014877,0.0569,0.0697,-0.0088,0.090
33.035467,0.0593,0.0600,-0.0304,0.090
33.036641,0.0540,0.0671,-0.0280,0.091
33.043150,0.0294,0.0742,-0.0088,0.080
33.047518,0.0262,0.0597,-0.0064,0.065
33.056529,0.0086,0.0595,-0.0016,0.060
33.063951,-0.0017,0.0618,0.0199,0.065
33.072748,-0.0068,0.0354,0.0103,0.038
33.080431,-0.0143,0.0306,0.0151,0.037
33.090734,-0.0171,0.0188,0.0199,0.032
33.096741,-0.0174,0.0095,0.0319,0.038
33.106806,-0.0225,-0.0071,0.0056,0.024
33.113581,-0.0014,-0.0116,0.0175,0.021
33.126434,0.0030,-0.0113,0.0247,0.027
33.129994,0.0145,-0.0181,0.0247,0.034
33.147821,0.0284,-0.0107,0.0391,0.049
33.148227,0.0376,0.0137,0.0367,0.054
33.157745,0.0372,0.0093,0.0487,0.062
33.161586,0.0443,0.0167,0.0248,0.053
33.172744,0.0417,0.0194,0.0080,0.047
33.178314,0.0417,0.0246,0.0224,0.053
33.189446,0.0204,0.0203,0.0248,0.038
33.194866,0.0252,0.0305,0.0415,0.057
33.205539,0.0229,0.0260,0.0200,0.040
33.211371,0.0108,0.0310,0.0008,0.033
33.226626,0.0082,0.0457,-0.0135,0.048
33.228014,0.0031,0.0413,-0.0183,0.045
33.249830,0.0029,0.0319,-0.0183,0.037
33.250973,-0.0138,0.0466,-0.0087,0.049
33.258856,-0.0012,0.0470,0.0176,0.050
33.260598,-0.0218,0.0547,0.0583,0.083
33.270093,-0.0206,0.0265,0.0775,0.084
33.277404,-0.0003,0.0220,0.0631,0.067
33.286208,0.0099,0.0026,-0.0015,0.010
33.293564,0.0196,-0.0144,-0.0423,0.049
33.301329,0.0199,-0.0074,-0.0327,0.039
33.309422,0.0178,-0.0028,0.0032,0.018
33.316960,0.0175,0.0206,0.0080,0.028
33.325517,0.0415,0.0177,-0.2218,0.226
33.333687,0.0357,0.0417,-0.3559,0.360
33.342173,0.0091,0.0766,0.0704,0.104
33.350095,-0.0468,0.0757,0.3864,0.397
33.358945,-0.0548,0.0935,0.1039,0.150
33.367665,-0.0533,0.0797,0.1350,0.166
33.375257,-0.0226,0.0576,0.0847,0.105
33.383075,0.0009,0.0492,-0.0566,0.075
33.391138,0.0319,0.0410,-0.1619,0.170
33.398895,0.0245,0.0392,-0.1571,0.164
33.407646,0.0263,0.0411,-0.1045,0.115
33.415917,0.0113,0.0683,0.0081,0.070
33.425306,-0.0040,0.0644,0.0967,0.116
33.432070,-0.0094,0.0452,0.1757,0.182
33.440511,-0.0143,0.0463,0.1829,0.189
33.449069,-0.0047,-0.0062,0.1494,0.150
33.457492,0.0240,-0.0400,0.0895,0.101
33.466651,0.0570,-0.0715,0.0225,0.094
33.473559,0.0492,-0.0840,0.0009,0.097
33.481409,0.0435,-0.1012,-0.0183,0.112
33.489820,0.0256,-0.0965,-0.0350,0.106
33.498506,0.0123,-0.0796,-0.0494,0.095
33.509030,-0.0112,-0.0507,-0.0303,0.060
33.513836,-0.0158,-0.0052,-0.0063,0.018
33.533072,-0.0255,0.0235,0.0081,0.036
33.534006,-0.0067,0.0426,0.0104,0.044
33.542068,0.0408,0.0760,0.0104,0.087
33.547063,0.0305,0.0831,0.0081,0.089
33.555372,0.0301,0.1020,0.0224,0.109
33.563084,0.0272,0.1065,0.0224,0.112
33.572312,0.0267,0.1036,0.0368,0.113
33.579488,0.0358,0.1076,0.0104,0.114
33.588579,0.0449,0.1165,0.0176,0.126
33.596573,0.0515,0.0991,0.0080,0.112
33.605692,0.0486,0.1008,0.0248,0.115
33.614165,0.0549,0.0856,0.0104,0.102
33.626273,0.0613,0.0750,0.0248,0.100
33.629586,0.0560,0.0288,0.0439,0.077
33.650439,0.0434,0.0332,0.0487,0.073
33.650996,0.0381,0.0113,0.0583,0.071
33.657131,0.0187,-0.0081,0.0679,0.071
33.661611,0.0091,-0.0301,0.0607,0.068
33.672136,-0.0097,-0.0523,-0.0064,0.054
33.678133,-0.0309,-0.0458,0.0846,0.101
33.689025,-0.0285,-0.0541,0.1085,0.125
33.694667,-0.0056,-0.0511,-0.0208,0.055
33.703610,-0.0101,-0.0147,-0.1381,0.139
33.711087,-0.0065,0.0098,-0.1118,0.112
33.726459,0.0031,0.0303,-0.0974,0.102
33.727171,-0.0206,0.0522,-0.0711,0.091
33.735888,-0.0349,0.0723,-0.0256,0.084
33.751528,-0.0374,0.0780,0.0032,0.087
33.752578,-0.0305,0.0690,-0.0256,0.080
33.760087,-0.0236,0.0502,-0.0112,0.057
33.770380,-0.0095,0.0243,0.0008,0.026
33.776619,-0.0049,0.0250,0.0415,0.049
33.784757,0.0001,-0.0054,0.0583,0.059
33.793088,-0.0113,-0.0094,0.0942,0.095
33.801867,-0.0298,-0.0235,0.0774,0.086
33.810323,-0.0289,-0.0308,0.0415,0.059
33.818011,-0.0139,-0.0262,0.0199,0.036
33.828661,-0.0014,-0.0263,0.0032,0.027
33.834467,-0.0035,0.0023,-0.0136,0.014
33.841680,0.0204,0.0142,0.0104,0.027
33.850604,0.0201,0.0309,0.0151,0.040
33.859454,0.0534,0.0544,0.0175,0.078
33.867096,0.0582,0.0758,0.0127,0.096
33.874816,0.0440,0.0733,0.0151,0.087
33.883195,0.0659,0.0875,0.0032,0.110
33.891688,0.0662,0.0777,0.0223,0.104
33.899735,0.0399,0.0823,0.0055,0.092
33.909833,0.0517,0.0768,-0.0280,0.097
33.916080,0.0441,0.0715,-0.0400,0.093
33.933937,0.0291,0.0759,-0.0208,0.084
33.935129,0.0261,0.0778,0.0055,0.082
33.943116,0.0110,0.0580,-0.0088,0.060
33.948167,-0.0065,0.0382,-0.0017,0.039
33.957366,-0.0120,0.0283,0.0055,0.031
33.965741,-0.0150,0.0208,0.0247,0.036
33.973211,-0.0275,0.0039,0.0295,0.040
33.981349,-0.0281,0.0013,0.0199,0.034
33.989836,-0.0167,-0.0132,0.0319,0.038
33.997342,0.0020,-0.0110,0.0367,0.038
34.005920,0.0039,-0.0089,0.0391,0.040
34.014113,0.0201,-0.0140,0.0295,0.038
34.025870,0.0220,0.0049,0.0199,0.030
34.030197,0.0288,0.0097,0.0295,0.042
34.049747,0.0547,0.0095,0.0223,0.060
34.051300,0.0377,0.0239,0.0151,0.047
34.056980,0.0567,0.0191,0.0199,0.063
34.062782,0.0329,0.0167,0.0127,0.039
34.072175,0.0355,0.0119,0.0103,0.039
34.079004,0.0262,0.0264,0.0151,0.040
34.089712,0.0169,0.0194,0.0031,0.026
34.096183,0.0053,0.0197,0.0055,0.021
34.105775,-0.0066,0.0322,0.0103,0.034
34.112175,-0.0112,0.0328,0.0175,0.039
34.126327,-0.0040,0.0308,0.0127,0.034
34.128737,-0.0186,0.0311,-0.0016,0.036
34.150947,-0.0046,0.0219,0.0032,0.023
34.152056,-0.0265,0.0318,-0.0112,0.043
34.156437,-0.0055,0.0488,-0.0327,0.059
34.161791,-0.0182,0.0298,-0.0351,0.049
34.171784,0.0125,0.0441,-0.0303,0.055
34.177574,0.0030,0.0394,-0.0064,0.040
34.189852,0.0178,0.0396,0.0487,0.065
34.194045,0.0066,0.0256,0.0726,0.077
34.205487,0.0027,0.0113,0.0750,0.076
34.210301,0.0105,0.0180,0.0559,0.060
34.227595,0.0204,-0.0041,-0.0088,0.023
34.228346,0.0230,0.0001,-0.0160,0.028
34.256801,0.0162,0.0021,0.0127,0.021
34.257497,0.0092,0.0089,0.0415,0.043
34.257684,0.0267,0.0368,-0.0711,0.084
34.261463,0.0410,0.0342,-0.3105,0.315
34.270499,0.0091,0.0732,-0.1500,0.167
34.275977,-0.0210,0.0937,0.4151,0.426
34.284564,-0.0653,0.0753,0.1661,0.194
34.292075,-0.0568,0.0878,0.1158,0.156
34.300077,-0.0432,0.0613,0.0894,0.117
34.308355,-0.0071,0.0508,0.0104,0.052
34.316530,0.0289,0.0402,-0.1500,0.158
34.324354,0.0170,0.0381,-0.1692,0.174
34.332622,0.0214,0.0446,-0.0974,0.109
34.341628,0.0156,0.0525,-0.0183,0.058
34.350404,-0.0170,0.0437,0.0822,0.095
34.358088,-0.0114,0.0463,0.1541,0.161
34.366267,-0.0054,0.0119,0.1804,0.181
34.373800,-0.0037,0.0003,0.1397,0.140
34.381601,0.0364,-0.0429,0.0679,0.088
34.390089,0.0377,-0.0721,0.0607,0.102
34.398534,0.0698,-0.1015,0.0224,0.125
34.406682,0.0657,-0.1166,-0.0135,0.135
34.418057,0.0449,-0.1126,-0.0327,0.126
34.432327,0.0261,-0.0800,-0.0399,0.093
34.432837,0.0142,-0.0520,-0.0327,0.063
34.439675,-0.0102,0.0024,-0.0064,0.012
34.447941,-0.0014,0.0256,0.0080,0.027
34.456777,0.0170,0.0655,0.0295,0.074
34.464391,0.0353,0.0836,0.0391,0.099
34.473702,0.0296,0.1113,0.0439,0.123
34.480978,0.0287,0.0983,0.0367,0.109
34.491279,0.0136,0.1067,0.0486,0.118
34.497541,0.0055,0.1151,0.0271,0.118
34.508875,0.0045,0.1185,0.0486,0.128
34.513781,0.0107,0.1101,0.0175,0.112
34.533084,0.0124,0.0992,0.0342,0.106
34.534037,0.0140,0.1003,0.0390,0.109
34.543984,0.0252,0.0871,0.0510,0.104
34.546527,0.0290,0.0737,0.0534,0.095
34.555418,0.0232,0.0414,0.0510,0.070
34.562695,0.0129,0.0260,0.0533,0.061
34.572179,0.0314,0.0057,0.0653,0.073
34.579034,0.0212,-0.0264,0.0725,0.080
34.589786,0.0229,-0.0441,0.0821,0.096
34.596376,0.0081,-0.0502,0.0102,0.052
34.605193,-0.0163,-0.0613,0.0844,0.106
34.612439,-0.0260,-0.0632,0.1251,0.143
34.623156,0.0061,-0.0611,-0.0209,0.065
34.628361,0.0206,-0.0401,-0.0712,0.084
34.649960,0.0115,0.0025,-0.1143,0.115
34.651133,0.0201,0.0147,-0.1383,0.141
34.656152,0.0081,0.0567,-0.1215,0.134
34.661459,-0.0208,0.0568,-0.0665,0.090
34.671744,-0.0281,0.0815,-0.0353,0.093
34.678000,-0.0283,0.0680,-0.0066,0.074
34.689064,-0.0288,0.0616,0.0006,0.068
34.694116,-0.0082,0.0383,0.0245,0.046
34.706077,-0.0017,0.0244,0.0509,0.056
34.709804,0.0148,0.0107,0.0820,0.084
34.718784,-0.0138,-0.0199,0.0988,0.102
34.727060,-0.0182,-0.0197,0.0940,0.098
34.736426,-0.0296,-0.0270,0.0653,0.077
34.751569,-0.0147,-0.0203,0.0198,0.032
34.752752,-0.0071,-0.0157,0.0006,0.017
34.759270,-0.0023,-0.0089,0.0030,0.010
34.771445,-0.0029,0.0247,0.0198,0.032
34.775938,0.0180,0.0388,0.0365,0.056
34.784636,0.0224,0.0553,0.0293,0.066
34.792032,0.0416,0.0620,0.0317,0.081
34.800512,0.0610,0.0689,0.0174,0.094
34.809796,0.0611,0.0661,0.0198,0.092
34.817447,0.0564,0.0680,0.0150,0.090
34.836448,0.0467,0.0578,0.0030,0.074
34.837441,0.0466,0.0762,-0.0138,0.090
34.846111,0.0485,0.0777,-0.0018,0.092
34.849873,0.0332,0.0769,-0.0018,0.084
34.857693,0.0488,0.0666,0.0030,0.083
34.865886,0.0237,0.0822,0.0078,0.086
34.874347,0.0274,0.0666,0.0078,0.072
34.882135,0.0072,0.0535,0.0030,0.054
34.890469,-0.0035,0.0310,0.0030,0.031
34.898434,-0.0187,0.0231,0.0245,0.039
34.909929,-0.0149,0.0128,0.0365,0.041
34.915430,-0.0205,-0.0093,0.0198,0.030
34.937773,-0.0071,-0.0052,0.0269,0.028
34.938799,-0.0127,-0.0201,0.0222,0.033
34.946269,0.0008,-0.0013,0.0222,0.022
34.947089,0.0142,-0.0136,0.0341,0.039
34.956022,0.0159,0.0030,0.0222,0.027
34.964484,0.0319,0.0101,0.0270,0.043
34.972791,0.0311,0.0098,0.0246,0.041
34.980414,0.0280,0.0121,0.0174,0.035
34.990206,0.0225,0.0242,0.0150,0.036
34.997388,0.0100,0.0194,0.0222,0.031
35.006351,-0.0027,0.0290,0.0126,0.032
35.013564,-0.0131,0.0244,0.0079,0.029
35.027248,0.0101,0.0317,-0.0065,0.034
35.030062,0.0021,0.0317,-0.0113,0.034
35.054544,-0.0036,0.0413,-0.0209,0.046
35.055704,0.0076,0.0510,0.0031,0.052
35.056166,0.0123,0.0463,0.0294,0.056
35.062680,0.0102,0.0178,0.0486,0.053
35.070310,-0.0036,0.0320,0.0677,0.075
35.079340,-0.0054,0.0055,0.0510,0.052
35.089641,-0.0024,0.0003,0.0031,0.004
35.095430,0.0096,-0.0025,-0.0233,0.025
35.105854,0.0001,-0.0055,-0.0113,0.013
35.112001,0.0190,0.0061,0.0222,0.030
35.126871,0.0154,0.0219,0.0462,0.053
35.127520,0.0339,0.0256,-0.0951,0.104
35.150415,0.0368,0.0491,-0.3368,0.342
35.151696,0.0161,0.0739,-0.1524,0.170
35.158596,-0.0434,0.1060,0.3121,0.332
35.160464,-0.0672,0.1117,0.1062,0.168
35.172454,-0.0570,0.1101,0.0176,0.125
35.176901,-0.0424,0.1109,0.1589,0.198
35.189475,-0.0127,0.0942,0.1133,0.148
35.193026,0.0237,0.0718,-0.0639,0.099
35.206658,0.0576,0.0597,-0.1381,0.161
35.209636,0.0592,0.0515,-0.1261,0.149
35.226759,0.0530,0.0398,-0.0112,0.067
35.227427,0.0127,0.0406,0.0750,0.086
35.234792,0.0008,0.0193,0.1684,0.169
35.252734,-0.0108,0.0041,0.2043,0.205
35.253550,-0.0220,-0.0314,0.1564,0.161
35.258952,0.0054,-0.0535,0.0894,0.104
35.267621,0.0161,-0.0736,0.0079,0.076
35.278471,0.0292,-0.0957,-0.0400,0.108
35.283437,0.0282,-0.0887,-0.0687,0.116
35.291418,0.0249,-0.0741,-0.0831,0.114
35.299606,0.0048,-0.0422,-0.0639,0.077
35.307665,0.0032,-0.0173,-0.0448,0.048
35.315645,0.0084,0.0313,-0.0232,0.040
35.326433,-0.0131,0.0562,-0.0089,0.058
35.333023,0.0033,0.0737,0.0103,0.075
35.340294,0.0102,0.0913,0.0247,0.095
35.348527,0.0144,0.0822,0.0271,0.088
35.359216,0.0236,0.0847,0.0367,0.095
35.365077,0.0232,0.0896,0.0151,0.094
35.373390,0.0298,0.0964,0.0391,0.108
35.381528,0.0270,0.0983,0.0439,0.111
35.389589,0.0314,0.0904,0.0103,0.096
35.397865,0.0381,0.0822,-0.0016,0.091
35.406559,0.0377,0.0742,0.0295,0.088
35.414394,0.0321,0.0687,0.0462,0.089
35.422934,0.0504,0.0584,0.0438,0.089
35.431232,0.0613,0.0459,0.0463,0.089
35.458602,0.0461,0.0236,0.0582,0.078
35.459282,0.0359,0.0086,0.0606,0.071
35.459567,0.0450,-0.0085,0.0774,0.090
35.464392,0.0162,-0.0163,0.0391,0.045
35.471260,0.0094,-0.0220,0.1109,0.113
35.479948,-0.0206,-0.0452,0.1827,0.189
35.488678,-0.0033,-0.0425,0.0031,0.043
35.497308,0.0178,-0.0039,-0.0951,0.097
35.505114,0.0106,0.0186,-0.0544,0.058
35.513412,0.0109,0.0294,-0.0831,0.089
35.524497,-0.0087,0.0672,-0.1621,0.176
35.529201,-0.0284,0.0720,-0.1047,0.130
35.545163,-0.0327,0.0729,-0.0376,0.088
35.545909,-0.0487,0.0742,0.0031,0.089
35.553705,-0.0429,0.0588,0.0270,0.078
35.562015,-0.0158,0.0430,0.0079,0.046
35.571553,-0.0006,0.0081,0.0150,0.017
35.579118,-0.0064,-0.0101,0.0510,0.052
35.589143,-0.0240,-0.0189,0.0533,0.061
35.595072,-0.0224,-0.0277,0.0629,0.072
35.603491,-0.0284,-0.0391,0.0437,0.065
35.611117,-0.0324,-0.0316,0.0030,0.045
35.621697,-0.0176,-0.0168,-0.0185,0.031
35.627039,-0.0127,0.0003,-0.0233,0.027
35.638467,0.0136,0.0079,-0.0041,0.016
35.644085,0.0281,0.0372,0.0270,0.054
35.664012,0.0474,0.0448,0.0270,0.071
35.664959,0.0522,0.0549,0.0150,0.077
35.671472,0.0666,0.0648,0.0102,0.094
35.677142,0.0764,0.0747,0.0198,0.109
35.688622,0.0502,0.0724,0.0174,0.090
35.693225,0.0623,0.0890,-0.0113,0.109
35.705633,0.0455,0.0815,-0.0353,0.100
35.709052,0.0424,0.0981,-0.0424,0.115
35.721122,0.0393,0.0907,-0.0233,0.102
35.725576,0.0121,0.0997,-0.0089,0.101
35.735215,-0.0006,0.0919,0.0150,0.093
35.742857,-0.0012,0.0864,0.0103,0.087
35.751717,-0.0089,0.0524,0.0414,0.067
35.764913,-0.0139,0.0330,0.0366,0.051
35.767155,-0.0073,0.0160,0.0414,0.045
35.774295,-0.0078,0.0040,0.0127,0.015
35.783387,-0.0060,-0.0082,0.0246,0.027
35.791439,0.0054,-0.0227,0.0151,0.028
35.801029,0.0242,-0.0179,0.0199,0.036
35.807938,0.0284,-0.0222,0.0079,0.037
35.817112,0.0230,0.0045,0.0294,0.038
35.825527,0.0321,0.0121,0.0175,0.038
35.832399,0.0222,0.0102,0.0223,0.033
35.851924,0.0147,0.0108,0.0295,0.035
35.853001,0.0193,0.0210,0.0151,0.032
35.859835,0.0071,0.0095,0.0151,0.019
35.864756,0.0187,0.0219,-0.0136,0.032
35.873510,0.0254,0.0199,-0.0088,0.033
35.881848,0.0224,0.0418,-0.0184,0.051
35.890519,0.0103,0.0348,-0.0232,0.043
35.898510,0.0060,0.0280,-0.0016,0.029
35.906774,0.0046,0.0164,0.0367,0.040
35.914110,-0.0109,0.0097,0.0582,0.060
35.925941,-0.0095,0.0102,0.0654,0.067
35.930125,-0.0083,-0.0041,0.0271,0.029
35.956352,0.0114,-0.0116,-0.0328,0.037
35.957226,0.0191,0.0000,-0.0472,0.051
35.957599,0.0025,-0.0075,-0.0208,0.022
35.965456,0.0020,0.0017,0.0007,0.003
35.975176,0.0166,0.0225,-0.0615,0.068
35.980391,0.0375,0.0343,-0.3655,0.369
35.988989,0.0259,0.0856,-0.1979,0.217
35.996403,-0.0177,0.1113,0.2379,0.263
36.004012,-0.0696,0.1034,0.1972,0.233
36.012744,-0.0520,0.1118,0.0560,0.135
36.022093,-0.0452,0.0841,0.1086,0.145
36.029691,0.0006,0.0603,0.0966,0.114
36.042581,0.0175,0.0716,-0.0830,0.111
36.045602,0.0438,0.0520,-0.1380,0.154
36.070215,0.0462,0.0529,-0.1213,0.140
36.071108,0.0314,0.0506,-0.0471,0.076
36.071488,0.0257,0.0610,0.0367,0.076
36.078413,-0.0067,0.0666,0.1277,0.144
36.086512,-0.0150,0.0421,0.1924,0.198
36.095013,-0.0180,0.0046,0.1876,0.188
36.104681,0.0055,-0.0169,0.1349,0.136
36.110704,0.0266,-0.0626,0.0487,0.084
36.119743,0.0357,-0.0722,-0.0016,0.081
36.127126,0.0282,-0.0912,-0.0136,0.096
36.141963,0.0063,-0.1002,-0.0471,0.111
36.144019,-0.0061,-0.0803,-0.0543,0.097
36.152116,-0.0211,-0.0434,-0.0328,0.058
36.170431,-0.0201,-0.0043,-0.0136,0.025
36.171429,-0.0290,0.0252,0.0007,0.038
36.178245,-0.0049,0.0522,0.0055,0.053
36.184335,-0.0193,0.0601,0.0175,0.066
36.192788,0.0093,0.0656,0.0151,0.068
36.200803,0.0091,0.0496,0.0223,0.055
36.209662,0.0162,0.0814,0.0080,0.083
36.222807,0.0185,0.0772,0.0104,0.080
36.225552,0.0350,0.0827,0.0056,0.090
36.234352,0.0299,0.0975,0.0008,0.102
36.254182,0.0582,0.0906,0.0200,0.110
36.255068,0.0647,0.0932,0.0224,0.116
36.262428,0.0760,0.0861,0.0248,0.117
36.265817,0.0777,0.0763,0.0224,0.111
36.274433,0.0626,0.0545,0.0200,0.085
36.282984,0.0689,0.0330,0.0320,0.083
36.292909,0.0612,0.0020,0.0559,0.083
36.299105,0.0488,-0.0144,0.0511,0.072
36.307506,0.0345,-0.0307,0.0918,0.103
36.316183,0.0397,-0.0401,0.0248,0.062
36.323711,-0.0147,-0.0498,0.1206,0.131
36.331436,-0.0140,-0.0601,0.1756,0.186
36.347846,-0.0071,-0.0495,0.0080,0.051
36.348301,0.0137,-0.0247,-0.0543,0.061
36.355794,0.0225,0.0072,-0.0758,0.079
36.364142,-0.0023,0.0369,-0.1261,0.131
36.372589,-0.0218,0.0508,-0.1237,0.136
36.380995,-0.0409,0.0777,-0.0327,0.094
36.389457,-0.0578,0.0886,0.0080,0.106
36.397693,-0.0434,0.0779,0.0200,0.091
36.406157,-0.0650,0.0717,0.0439,0.106
36.414156,-0.0197,0.0461,0.0248,0.056
36.424870,-0.0102,0.0158,0.0272,0.033
36.429647,-0.0025,-0.0096,0.0511,0.052
36.453089,-0.0089,-0.0370,0.0966,0.104
36.453989,-0.0245,-0.0479,0.0871,0.102
36.461282,-0.0021,-0.0352,0.0631,0.072
36.462790,-0.0228,-0.0490,0.0344,0.064
36.471073,-0.0172,-0.0366,0.0224,0.046
36.479679,-0.0118,-0.0220,0.0104,0.027
36.487878,-0.0091,-0.0028,0.0104,0.014
36.495775,0.0149,0.0162,0.0104,0.024
36.504475,0.0318,0.0375,-0.0039,0.049
36.512442,0.0465,0.0567,-0.0111,0.074
36.521652,0.0565,0.0641,-0.0015,0.086
36.528633,0.0619,0.0621,0.0152,0.089
36.541729,0.0552,0.0671,0.0224,0.090
36.544850,0.0601,0.0649,0.0009,0.088
36.572480,0.0597,0.0696,-0.0111,0.092
36.573297,0.0591,0.0598,-0.0303,0.089
36.573629,0.0390,0.0525,-0.0135,0.067
36.581365,0.0095,0.0667,-0.0015,0.067
36.585528,-0.0079,0.0642,0.0128,0.066
36.593784,-0.0155,0.0568,0.0200,0.062
36.603643,-0.0159,0.0518,0.0344,0.064
36.610433,-0.0116,0.0373,0.0272,0.048
36.620737,-0.0242,0.0108,0.0272,0.038
36.627044,-0.0128,0.0156,0.0296,0.036
36.641683,-0.0179,-0.0013,0.0272,0.033
36.643448,-0.0088,-0.0155,0.0272,0.033
36.669321,-0.0046,-0.0105,0.0488,0.050
36.670079,0.0163,-0.0080,0.0488,0.052
36.670425,0.0156,-0.0125,0.0416,0.046
36.675609,0.0365,0.0043,0.0416,0.056
36.687319,0.0313,0.0091,0.0440,0.055
36.692435,0.0431,0.0116,0.0416,0.061
36.700961,0.0288,0.0187,0.0225,0.041
36.708945,0.0241,0.0236,0.0201,0.039
36.717524,0.0148,0.0238,0.0129,0.031
36.725580,0.0221,0.0075,0.0057,0.024
36.733542,0.0224,0.0270,0.0081,0.036
36.751763,0.0083,0.0297,0.0081,0.032
36.752767,-0.0034,0.0374,0.0273,0.046
36.759475,-0.0057,0.0234,0.0129,0.027
36.765732,-0.0154,0.0405,0.0081,0.044
36.775342,-0.0180,0.0408,-0.0062,0.045
36.782618,-0.0135,0.0362,-0.0158,0.042
36.791299,-0.0090,0.0340,-0.0206,0.041
36.799564,0.0004,0.0435,-0.0206,0.048
36.809413,0.0172,0.0389,-0.0134,0.045
36.815505,0.0011,0.0368,0.0321,0.049
36.825912,0.0068,0.0277,0.0752,0.080
36.831772,-0.0067,0.0231,0.0824,0.086
36.855771,0.0010,0.0086,0.0416,0.043
36.856721,0.0083,0.0057,-0.0086,0.013
36.857104,0.0274,0.0029,-0.0374,0.046
36.864118,0.0276,0.0099,-0.0110,0.031
36.873359,0.0229,0.0288,0.0512,0.063
36.881862,0.0268,0.0187,-0.0254,0.041
36.889311,0.0490,0.0328,-0.3223,0.328
36.898049,0.0406,0.0578,-0.1905,0.203
36.906896,-0.0115,0.0836,0.3865,0.396
36.913378,-0.0512,0.0826,0.2070,0.229
36.921852,-0.0497,0.0861,0.1280,0.162
36.929473,-0.0359,0.0695,0.1208,0.144
36.953552,-0.0093,0.0473,0.0274,0.055
36.954446,0.0172,0.0487,-0.1355,0.145
36.954793,0.0365,0.0461,-0.1714,0.181
36.963457,0.0221,0.0546,-0.1403,0.152
36.970911,0.0096,0.0601,-0.0349,0.070
36.979621,-0.0056,0.0659,0.0872,0.109
